id,way,center
1719,way/1011031658,"-86.1646854,43.1314091"
1720,way/1011155173,"-83.7159964,42.27670395"
1721,way/1011240528,"-83.28291275,42.65609935"
1722,way/1011240529,"-83.28311185,42.65609415"
1723,way/1011450192,"-83.28358035,42.635372149999995"
1724,way/1011450193,"-83.28381395,42.63535785"
1725,way/1011450195,"-83.2959246,42.6488875"
1726,way/1011450210,"-83.27496155,42.646943050000004"
1727,way/1011743463,"-83.28299025,42.6303231"
1728,way/1011743466,"-83.27666055,42.63123655"
1729,way/1011743483,"-83.2830559,42.639802450000005"
1730,way/1012133443,"-83.30120645,42.6306618"
1731,way/1012149207,"-85.65939180000001,42.2623478"
1732,way/1012806638,"-85.41256215,42.288099149999994"
1733,way/1015420633,"-84.41364974999999,42.7529825"
1734,way/1015994074,"-85.4948621,42.954313400000004"
1735,way/1015994075,"-85.49514210000001,42.953953850000005"
1736,way/1017507520,"-83.10500880000001,42.38711405"
1737,way/1018783694,"-83.16079735,42.837565600000005"
1738,way/1019087819,"-86.3594841,41.8336951"
1739,way/1019087820,"-86.359683,41.833694550000004"
1740,way/1019087821,"-86.3549662,41.83623825"
1741,way/1019771397,"-83.40709285,42.11177275"
1742,way/1020554179,"-83.37296645,42.7208057"
1743,way/1020606897,"-83.0442546,42.459089500000005"
1744,way/1020726662,"-82.88222784999999,42.5996154"
1745,way/1020901612,"-83.11684819999999,42.384877"
1746,way/1021283730,"-83.1479224,42.3111464"
1747,way/1021283731,"-83.14801365,42.311268299999995"
1748,way/1021283733,"-83.146907,42.310723249999995"
1749,way/1021648037,"-83.3969886,42.754705799999996"
1750,way/1021648053,"-83.395523,42.7544981"
1751,way/1021751809,"-83.7240007,42.291448700000004"
1752,way/1023025597,"-83.12637565,42.3741671"
1753,way/1023025600,"-83.12778155000001,42.37569175"
1754,way/1023613180,"-83.51062429999999,42.6507462"
1755,way/1024631851,"-83.51936624999999,42.5492577"
1756,way/1024900899,"-83.22993025,42.44017935"
1757,way/1025000924,"-85.57130175,42.83950095"
1758,way/1025685300,"-82.98418525,42.5376258"
1759,way/1026251737,"-82.99606845,44.04408455"
1760,way/1026269060,"-83.0565248,42.423665650000004"
1761,way/1026269062,"-83.0565019,42.423236599999996"
1762,way/1026269063,"-83.05649030000001,42.423066399999996"
1763,way/1026412690,"-82.9241804,42.429358449999995"
1764,way/1026454233,"-85.49339345000001,44.7144062"
1765,way/1027129715,"-83.04699005,42.3571029"
1766,way/1027202726,"-83.15459895000001,42.38177195"
1767,way/1028281497,"-83.28793565,42.36720325"
1768,way/1029121492,"-85.20314475,42.30851225"
1769,way/1029121493,"-85.20334715,42.3085126"
1770,way/1029689434,"-82.82628985,44.03234935"
1771,way/1030195137,"-83.25400105,43.6567357"
1772,way/1030206862,"-83.25019979999999,42.370573750000005"
1773,way/1030795441,"-83.683092,42.8764867"
1774,way/1031324896,"-83.37293695,42.2640241"
1775,way/1032006848,"-83.49684975,42.84557165"
1776,way/1032006865,"-83.49906885,42.8419301"
1777,way/1032006907,"-83.50241925,42.84011685"
1778,way/1032006908,"-83.50219565,42.840130349999995"
1779,way/1032588966,"-83.50779299999999,42.8462098"
1780,way/1032589059,"-83.5027135,42.84747"
1781,way/1032664413,"-85.5671447,44.748998349999994"
1782,way/1033208759,"-83.52482235,42.82388855000001"
1783,way/1034048961,"-83.06489640000001,42.569904199999996"
1784,way/1034576955,"-84.79570154999999,44.340733099999994"
1785,way/1034871767,"-83.3600089,42.35877325"
1786,way/1035419985,"-84.54548245000001,42.75974895"
1787,way/1036025475,"-83.15065245,42.3986769"
1788,way/1036025476,"-83.1509748,42.398844999999994"
1789,way/1036096300,"-83.26613745,43.9400763"
1790,way/1036673914,"-82.9448893,42.36318125"
1791,way/1036997155,"-83.20149905,42.4275317"
1792,way/1037127017,"-83.64721714999999,42.45561285"
1793,way/1037145291,"-83.2222179,42.363194199999995"
1794,way/1037145303,"-83.2234465,42.363145700000004"
1795,way/1037157195,"-83.19658319999999,42.36983415"
1796,way/1037157206,"-83.2014704,42.37794435"
1797,way/1037157226,"-83.23605180000001,42.3961594"
1798,way/1037775782,"-85.63295310000001,42.35259255"
1799,way/1038108637,"-83.4962697,42.4737391"
1800,way/1038146788,"-83.5296094,42.483865699999996"
1801,way/1038321872,"-83.45919475,42.4412846"
1802,way/1038785456,"-83.38302039999999,42.530676400000004"
1803,way/1038807038,"-83.2024275,42.3486592"
1804,way/1038807065,"-83.11411100000001,42.391279999999995"
1805,way/1038859073,"-83.30982465,42.40982835"
1806,way/1038859074,"-83.30957599999999,42.40958865"
1807,way/1038864271,"-83.35993235000001,42.40703015"
1808,way/1039060383,"-83.5798714,42.5270649"
1809,way/1039080301,"-83.15449745000001,42.38316305"
1810,way/1039080334,"-83.0952846,42.41460635"
1811,way/1039088703,"-83.02846355,42.42700575"
1812,way/1040094104,"-82.9274805,42.490017249999994"
1813,way/1040647764,"-83.4569269,42.401398549999996"
1814,way/1040828443,"-85.48487505,42.2869772"
1815,way/1041453407,"-85.1348461,42.32124465"
1816,way/1041461273,"-83.54122905,42.1968658"
1817,way/1041461274,"-83.54162840000001,42.19676515"
1818,way/1041461291,"-83.56491274999999,42.1964982"
1819,way/1042476265,"-82.9084477,42.47743955"
1820,way/1042692612,"-83.0607316,42.5630032"
1821,way/1043865243,"-82.94203055,42.45839555"
1822,way/1044615974,"-83.51499005,42.5421623"
1823,way/1047453586,"-83.11461315,42.376572100000004"
1824,way/1049120855,"-83.20160055,42.52041395"
1825,way/1049123832,"-83.25694795000001,42.5074894"
1826,way/1049391149,"-83.50473695,42.6117857"
1827,way/1049461201,"-82.97630889999999,42.4348852"
1828,way/1049631682,"-85.20159975,42.33525025"
1829,way/1049655144,"-85.1770505,42.326723349999995"
1830,way/1049718792,"-83.5869067,42.59065595"
1831,way/1049721004,"-83.60130175,42.58775425"
1832,way/1050129924,"-83.71689975000001,42.297399549999994"
1833,way/1050129925,"-83.71689735,42.297709299999994"
1834,way/1050319110,"-84.5538349,42.76523395"
1835,way/1050334847,"-84.5669843,42.767874"
1836,way/1051297902,"-85.20135594999999,42.338822300000004"
1837,way/1051436101,"-83.7095991,42.155089000000004"
1838,way/1051973139,"-86.3425328,43.4046436"
1839,way/1052276728,"-82.98177785,42.6619612"
1840,way/1052495470,"-84.5140708,42.72741535"
1841,way/1052506775,"-84.49591925,42.73217425"
1842,way/1052506776,"-84.4961507,42.732239"
1843,way/1052506811,"-84.49627155,42.7307199"
1844,way/1052506812,"-84.49607424999999,42.73072275"
1845,way/1053019520,"-83.26017875,42.5368811"
1846,way/1053937290,"-83.20680275000001,42.54928775"
1847,way/1053937297,"-83.1951407,42.55035195"
1848,way/1053993926,"-84.49109775,42.72271035"
1849,way/1053993960,"-84.48882645,42.72026665"
1850,way/1053994002,"-84.4872234,42.7236897"
1851,way/1053994003,"-84.48705365000001,42.72370415"
1852,way/1054519424,"-83.2113344,42.08246835"
1853,way/1055113211,"-84.46903435,42.7242737"
1854,way/1055113212,"-84.46887505000001,42.724275899999995"
1855,way/1055555929,"-83.74555505000001,42.283946"
1856,way/1056462115,"-85.15335525,42.336883"
1857,way/1056777806,"-85.25204450000001,42.2853165"
1858,way/1056926861,"-84.4631875,42.72581075"
1859,way/1057038742,"-85.51306075,43.009437399999996"
1860,way/1058021244,"-83.780337,42.8005502"
1861,way/1058293752,"-83.10941170000001,42.52290455"
1862,way/1059253210,"-83.1219672,42.50478835"
1863,way/1059725851,"-83.74913545,41.76490175"
1864,way/1060168053,"-83.0234885,42.394821300000004"
1865,way/1060232609,"-83.1193673,42.461858250000006"
1866,way/1061210723,"-84.58792765000001,42.7686422"
1867,way/1061530494,"-83.1954265,42.452702099999996"
1868,way/1063366584,"-84.5981962,42.767520700000006"
1869,way/1063441093,"-85.36091555,42.357087250000006"
1870,way/1063638027,"-85.72136119999999,42.8856454"
1871,way/1065668165,"-85.0103945,41.9379768"
1872,way/1067581470,"-83.19875164999999,42.499165000000005"
1873,way/1067768737,"-85.6014201,42.2328735"
1874,way/1070475162,"-84.51334305,42.6987892"
1875,way/1070477919,"-84.4310706,42.71008395"
1876,way/1070807773,"-85.79693565,42.68121725"
1877,way/1070807789,"-85.7947892,42.680483"
1878,way/1071074787,"-83.20981945,42.56515495"
1879,way/1071080176,"-83.17716395,42.60038015"
1880,way/1071432052,"-84.5456911,42.696776"
1881,way/1072188107,"-84.198477,41.7262167"
1882,way/1072194097,"-84.20192875000001,41.7243526"
1883,way/1072441672,"-83.24993094999999,42.80401395"
1884,way/1073459585,"-83.81934265000001,45.4183796"
1885,way/1073459586,"-83.8084874,45.41499215"
1886,way/1074513461,"-85.9323364,43.05723195"
1887,way/1075160714,"-83.0276571,42.68340165"
1888,way/1075160928,"-83.02701049999999,42.6834061"
1889,way/1075930256,"-83.30280540000001,42.65581485"
1890,way/1076120311,"-83.3366934,42.659991149999996"
1891,way/1076120312,"-83.33732785000001,42.6598016"
1892,way/1076137206,"-82.9376431,42.6198328"
1893,way/1076448886,"-83.46753054999999,41.931118350000006"
1894,way/1077148960,"-83.1960644,42.57827435"
1895,way/1077196902,"-83.1804023,42.553861299999994"
1896,way/1077265336,"-83.0355704,42.34096275"
1897,way/1077462888,"-84.54011560000001,42.79227125"
1898,way/1077765068,"-85.42867724999999,43.888665"
1899,way/1077828014,"-83.31445465,42.69420625"
1900,way/1077828038,"-83.30922029999999,42.6868795"
1901,way/1078250228,"-84.5724631,42.84735905"
1902,way/1078250229,"-84.5726025,42.848277749999994"
1903,way/1078250230,"-84.5724061,42.848275"
1904,way/1078875130,"-83.25205105,42.5443575"
1905,way/1080362971,"-83.29295455,42.6188887"
1906,way/1080414747,"-83.23734655,42.6178222"
1907,way/1081182823,"-83.13010195,42.514507699999996"
1908,way/1081406829,"-82.6565244,43.8570069"
1909,way/1081584279,"-83.75734355,42.620877750000005"
1910,way/1081585382,"-85.38357065,44.07066705"
1911,way/1082746763,"-86.48517515,42.1138423"
1912,way/1083581059,"-86.41953409999999,43.68108855"
1913,way/1083847197,"-82.97668855,42.5595067"
1914,way/1084450652,"-84.43374485000001,42.04245875"
1915,way/1085878086,"-85.66878030000001,42.959394149999994"
1916,way/1086247886,"-82.96005105,42.60026965"
1917,way/1086542303,"-84.65537825,42.74391275"
1918,way/1086985062,"-82.65373844999999,43.83855955"
1919,way/1087206163,"-86.23085675,43.083751050000004"
1920,way/1088795200,"-86.4790043,42.10091485"
1921,way/1089078267,"-87.89202739999999,45.78740195"
1922,way/1089348889,"-85.53177045,42.8478059"
1923,way/1090534319,"-83.18608035,43.2301017"
1924,way/1091082407,"-85.1967131,43.46017095"
1925,way/1092358749,"-84.80583050000001,42.14828565"
1926,way/1092972280,"-85.17336915,42.313301800000005"
1927,way/1095522123,"-83.25364339999999,42.1711228"
1928,way/1095522124,"-83.2534607,42.17112375"
1929,way/1097006857,"-86.24931955,41.83301375"
1930,way/1097020010,"-83.3734997,42.52042125"
1931,way/1097371777,"-85.9163719,41.9170254"
1932,way/1098035782,"-85.6525169,42.95471015"
1933,way/1103932595,"-85.58424959999999,44.76756815"
1934,way/1103944543,"-85.54088715,44.5824262"
1935,way/1105201941,"-85.55586055,44.7119914"
1936,way/1106415970,"-83.72629775,42.2479243"
1937,way/1106715527,"-83.7206593,42.24026105"
1938,way/1107421060,"-83.45331350000001,43.74292975"
1939,way/1107857050,"-83.1930075,42.15235405"
1940,way/1108438255,"-82.61133054999999,43.662423450000006"
1941,way/1109063115,"-82.97846575,42.529388350000005"
1942,way/1109707448,"-83.15365175,42.20713765"
1943,way/1110748959,"-85.24697345000001,45.31094785"
1944,way/1111098104,"-83.10118055,43.5538298"
1945,way/1111098109,"-82.57168825,43.49543855"
1946,way/1111859591,"-83.169747,42.21801255"
1947,way/1112297959,"-85.7599396,42.62209955"
1948,way/1112800649,"-84.46005355,42.7532803"
1949,way/1113074927,"-85.7579422,42.726571"
1950,way/1113074928,"-85.758695,42.7266612"
1951,way/1116417785,"-84.23556555,41.860923299999996"
1952,way/1116697205,"-85.7263708,42.8168437"
1953,way/1116698246,"-84.07168385,41.89011815"
1954,way/1118700057,"-83.092963,42.3764187"
1955,way/1121913302,"-87.23888715,46.3747428"
1956,way/1122738623,"-83.16457595,42.44770545"
1957,way/1122738624,"-83.1645757,42.44757425"
1958,way/1125411625,"-83.65718195,43.0650108"
1959,way/1125471581,"-83.952058,42.00841535"
1960,way/1126773592,"-83.2745082,42.39836545"
1961,way/1126773593,"-83.27413035000001,42.39837385"
1962,way/1132039955,"-83.20347335,42.5521551"
1963,way/1134233916,"-85.86425299999999,42.9024775"
1964,way/1134643688,"-83.79872230000001,42.5045709"
1965,way/1134989256,"-85.2923869,42.65121215"
1966,way/1142320141,"-84.07235324999999,42.66295515"
1967,way/1143573149,"-83.20439970000001,42.519229550000006"
1968,way/1144089782,"-86.36175345000001,41.96649705"
1969,way/1144190725,"-86.61445095,41.89062305"
1970,way/1144242209,"-85.7261611,42.81684575"
1971,way/1144242668,"-85.5640219,42.90086835"
1972,way/1144243445,"-85.64000924999999,42.2856387"
1973,way/1144243978,"-85.6849527,42.2256608"
1974,way/1144243979,"-85.68531275,42.22566325"
1975,way/1144244705,"-85.68722155,44.74781095"
1976,way/1144244706,"-85.68721545,44.74797385"
1977,way/1144244707,"-85.68721545,44.74821795"
1978,way/1144244858,"-85.41779685,44.8980386"
1979,way/1147135844,"-83.3316445,42.5230351"
1980,way/1147611769,"-83.20336485,42.723597600000005"
1981,way/1147764577,"-83.3898485,42.520618"
1982,way/1148101306,"-85.63789295000001,42.94677075"
1983,way/1148101307,"-85.63789735,42.94660385"
1984,way/1148101308,"-85.63829025000001,42.946612200000004"
1985,way/1148101309,"-85.63828495,42.9467764"
1986,way/1148102888,"-85.56260015000001,42.96694485"
1987,way/1148102898,"-85.56345015,42.96661055"
1988,way/1148908838,"-85.6079915,42.29085619999999"
1989,way/1149030502,"-84.62681620000001,41.930757850000006"
1990,way/1149030503,"-84.62681255,41.93059935"
1991,way/1149327606,"-84.4071305,42.0538161"
1992,way/1150756181,"-83.27502285,42.579626250000004"
1993,way/1152226217,"-83.46406475,42.57220355"
1994,way/1152226227,"-83.46371185000001,42.57202985"
1995,way/1154164114,"-83.2419395,42.0748516"
1996,way/1155809667,"-83.42740175,43.757054"
1997,way/1155937501,"-83.1907087,42.53458895"
1998,way/1156066504,"-83.3562833,43.755003"
1999,way/1158010130,"-83.72013225,43.0772173"
2000,way/1158010136,"-83.71573509999999,43.07826795"
2001,way/1158010137,"-83.71592315000001,43.078263500000006"
2002,way/1158010138,"-83.7161088,43.07825995"
2003,way/1158245486,"-85.63220375,42.98233965"
2004,way/1159082010,"-83.21017545000001,42.53687985"
2005,way/1159257677,"-87.89006954999999,47.46760965"
2006,way/1160534062,"-83.52330805,43.56482925"
2007,way/1161556042,"-88.1688061,47.37182345"
2008,way/1161561803,"-84.712265,44.55719325"
2009,way/1163113919,"-83.02659105000001,42.382725199999996"
2010,way/1163936288,"-83.28307125,43.9247135"
2011,way/1164039094,"-88.36353045,47.303689649999995"
2012,way/1164522126,"-83.40204315,43.4815016"
2013,way/1165455301,"-83.1362217,42.5186445"
2014,way/1167186510,"-85.834819,42.822989050000004"
2015,way/1167888292,"-83.73734365,42.310086549999994"
2016,way/1168864575,"-84.62440335,42.754770949999994"
2017,way/1169767109,"-83.02345969999999,42.8071764"
2018,way/1169767116,"-83.0214195,42.816281450000005"
2019,way/1169771216,"-83.04195875,42.81212935"
2020,way/1171318001,"-87.0585531,45.8625324"
2021,way/1171318613,"-87.030157,45.8510211"
2022,way/1171319973,"-87.01313485,45.84663965"
2023,way/1171755459,"-85.46629035000001,43.3928925"
2024,way/1171757712,"-85.46296705,43.39549785"
2025,way/1171759186,"-85.47223955000001,43.393406850000005"
2026,way/1172718259,"-83.81408920000001,45.42280595"
2027,way/1172751771,"-86.31166955,42.18214515"
2028,way/1172753103,"-86.30830935,42.18187735"
2029,way/1173168636,"-87.41387115,46.5334372"
2030,way/1173779520,"-84.4293682,42.724810500000004"
2031,way/1173978503,"-86.25838845,42.42424445"
2032,way/1175381873,"-85.56627365,43.40689305"
2033,way/1177638579,"-85.57134575,42.27453895"
2034,way/1178595486,"-86.4520286,42.100237199999995"
2035,way/1178595487,"-86.45221939999999,42.10041955"
2036,way/1178595488,"-86.45187525,42.10043215"
2037,way/1178595489,"-86.4517425,42.10029675"
2038,way/1178805830,"-86.43962379999999,42.095521399999996"
2039,way/1178805831,"-86.4394591,42.095521399999996"
2040,way/1179848498,"-83.2384483,42.2763911"
2041,way/1179872099,"-83.5471674,43.0708946"
2042,way/1179872143,"-83.54442305,43.074037149999995"
2043,way/1180923187,"-85.87981805000001,42.85734335"
2044,way/1180923188,"-85.8796651,42.8573452"
2045,way/1182323439,"-84.68944239999999,43.52079175"
2046,way/1182323440,"-84.6894431,43.52097070000001"
2047,way/1183728683,"-84.30858635,42.552882"
2048,way/1183728684,"-84.3084413,42.552885849999996"
2049,way/1183746508,"-82.95768860000001,42.4146141"
2050,way/1183936270,"-86.33512354999999,41.95199785"
2051,way/1183978066,"-86.07212430000001,42.34483535"
2052,way/1184025954,"-86.11288665000001,42.30529355"
2053,way/1184233277,"-86.1864789,42.417486600000004"
2054,way/1184253282,"-85.87777395,42.36023745"
2055,way/1184523471,"-84.75580835,41.75497875"
2056,way/1184524178,"-83.24663749999999,42.4602887"
2057,way/1185196441,"-86.09964865,41.796033"
2058,way/1185280954,"-85.35304934999999,42.0205534"
2059,way/1185561275,"-90.17595295,46.458128599999995"
2060,way/1186042745,"-84.37918815,43.00481645"
2061,way/1186582493,"-83.01424904999999,42.751129399999996"
2062,way/1187330231,"-82.93058255,42.76919985"
2063,way/1187618128,"-85.2982777,44.33279725"
2064,way/1187875341,"-83.1708206,42.12511655"
2065,way/1187889191,"-86.44395125,42.06632645"
2066,way/1187889192,"-86.44395485,42.0660808"
2067,way/1188322207,"-83.0920098,42.426550500000005"
2068,way/1188713636,"-83.9692465,42.07057215"
2069,way/1188713637,"-83.96846260000001,42.070594549999996"
2070,way/1188759342,"-83.25122585,42.59329535"
2071,way/1189155495,"-85.05815445,42.9889912"
2072,way/1189155496,"-85.05815075000001,42.9888857"
2073,way/1189155497,"-85.05814665,42.98877315"
2074,way/1189216942,"-85.06092989999999,42.9805454"
2075,way/1189284098,"-83.46862924999999,45.28084925"
2076,way/1189371829,"-85.07606635,42.98975455"
2077,way/1189376601,"-85.0433199,42.98179155"
2078,way/1189425998,"-85.5374017,42.7965126"
2079,way/1190227717,"-85.5783217,44.68339925"
2080,way/1190440842,"-85.6957843,44.69570325"
2081,way/1190440843,"-85.69541215000001,44.6956964"
2082,way/1190822700,"-84.6605663,41.988281799999996"
2083,way/1191449138,"-83.15479755000001,42.451349"
2084,way/1191469305,"-85.56554485000001,42.22328935"
2085,way/1191844175,"-85.67473405,44.66328705"
2086,way/1191850569,"-85.508501,44.7021924"
2087,way/1192118442,"-84.06053975,45.3330668"
2088,way/1192588814,"-83.6889774,42.7069931"
2089,way/1192686384,"-85.04651645000001,43.355758449999996"
2090,way/1192690432,"-85.04285535,43.40054245"
2091,way/1192727361,"-84.66576585,43.3701435"
2092,way/1192727613,"-84.6500653,43.37358775"
2093,way/1192927486,"-84.65718525,43.38783875"
2094,way/1192927487,"-84.65734524999999,43.38778875"
2095,way/1192928148,"-84.6628459,43.38153455"
2096,way/1192934174,"-84.65395165,43.39649635"
2097,way/1192942314,"-84.53570015,43.237809850000005"
2098,way/1192963047,"-84.59461255,43.389880149999996"
2099,way/1193429239,"-83.878702,43.173461599999996"
2100,way/1193429240,"-83.87933045,43.17363605"
2101,way/1193558690,"-84.47984650000001,43.1847329"
2102,way/1193595253,"-84.8222566,43.3078184"
2103,way/1193596504,"-84.8374935,43.3873017"
2104,way/1193597590,"-84.74599864999999,43.381713950000005"
2105,way/1193633348,"-82.9633446,42.3995788"
2106,way/1194003023,"-86.0490801,42.2200863"
2107,way/1194003024,"-86.04919435,42.2201885"
2108,way/1194003026,"-86.04922445,42.21993745"
2109,way/1194308685,"-84.38922065,45.55751225"
2110,way/1195033429,"-85.65127534999999,42.25544415"
2111,way/1195033430,"-85.65049535,42.25565075"
2112,way/1195039985,"-85.70467145,42.19775235"
2113,way/1195669360,"-85.22942065000001,44.406532299999995"
2114,way/1196371136,"-85.5267753,43.00649815"
2115,way/1197154213,"-83.60264620000001,42.158414199999996"
2116,way/1198268805,"-82.5414853,43.4328271"
2117,way/1198268808,"-82.5457815,43.4337205"
2118,way/1198270776,"-82.7730265,43.67255475"
2119,way/1198270777,"-82.77287340000001,43.67255895"
2120,way/1198270778,"-82.7727184,43.67256315"
2121,way/1198272395,"-82.82133945000001,43.258172200000004"
2122,way/1198272396,"-82.8213419,43.25827365"
2123,way/1198276717,"-82.6146262,43.27336005"
2124,way/1199224179,"-85.51373555,42.945712150000006"
2125,way/1199224180,"-85.51354645,42.9456604"
2126,way/1199224181,"-85.51385765,42.9458042"
2127,way/1199224949,"-85.51361589999999,42.94719275"
2128,way/1201229259,"-83.71955255,43.02634385"
2129,way/1201572606,"-83.57131665,45.08373345"
2130,way/1201572607,"-83.57104695,45.08373015"
2131,way/1203147492,"-85.63387929999999,43.889858000000004"
2132,way/1203519299,"-83.54698225,43.5216286"
2133,way/1203519300,"-83.5469879,43.52180225"
2134,way/1203533712,"-83.1692274,43.6030965"
2135,way/1203533713,"-83.16921965,43.6029575"
2136,way/1203533714,"-83.16921205,43.602821899999995"
2137,way/1203533715,"-83.1692075,43.602682900000005"
2138,way/1203533716,"-83.16920215,43.60254075"
2139,way/1203892462,"-84.6112474,42.75354165"
2140,way/1204567083,"-83.44767385,45.19320395"
2141,way/1204802416,"-84.52005245000001,42.6346628"
2142,way/1204804464,"-85.6375042,44.74543545"
2143,way/1205192927,"-84.60964075,42.74691515"
2144,way/1205480833,"-84.6135919,42.7552522"
2145,way/1205666945,"-83.41894145,42.57825235"
2146,way/1205674189,"-84.04678235,44.723663"
2147,way/1205674194,"-84.0466821,44.7239789"
2148,way/1206021694,"-83.73762669999999,43.034357299999996"
2149,way/1206203003,"-84.0557845,44.72614"
2150,way/1206278449,"-84.93351609999999,45.261587750000004"
2151,way/1206414949,"-84.14310040000001,44.6531289"
2152,way/1206488391,"-82.64877385,43.838221149999995"
2153,way/1206935799,"-84.20740975,45.177523300000004"
2154,way/1206935846,"-84.21419025,45.18715515"
2155,way/1207538541,"-84.144965,43.30702655"
2156,way/1207538542,"-84.144969,43.306868550000004"
2157,way/1207815606,"-88.45150269999999,46.7529263"
2158,way/1207815615,"-88.44697785,46.75745095"
2159,way/1208058120,"-83.66512589999999,43.0713864"
2160,way/1208058121,"-83.66491425000001,43.0713853"
2161,way/1208058122,"-83.66120895,43.0735291"
2162,way/1208058123,"-83.66142604999999,43.0735223"
2163,way/1208075625,"-83.71508854999999,43.06784395"
2164,way/1208082860,"-83.7180963,43.055256150000005"
2165,way/1208082861,"-83.71831845,43.055254250000004"
2166,way/1208082873,"-83.7243388,43.05764165"
2167,way/1208082876,"-83.7300051,43.05069555"
2168,way/1208087039,"-83.700925,43.041076399999994"
2169,way/1208087044,"-83.6926818,43.046661"
2170,way/1208087045,"-83.6924707,43.046656850000005"
2171,way/1208087051,"-83.69585595000001,43.052312"
2172,way/1208087053,"-83.69712285,43.053120050000004"
2173,way/1208087054,"-83.69692555,43.0531251"
2174,way/1208087058,"-83.69220695,43.037647050000004"
2175,way/1208087059,"-83.69201179999999,43.0376471"
2176,way/1208087060,"-83.6987994,43.035341200000005"
2177,way/1208087061,"-83.69855545,43.035340250000004"
2178,way/1208087067,"-83.69555755,43.03540125"
2179,way/1208091459,"-83.7233712,43.0156997"
2180,way/1208106163,"-83.72657670000001,43.006687549999995"
2181,way/1208106167,"-83.73769635,43.005205149999995"
2182,way/1208106171,"-83.7237415,43.000337849999994"
2183,way/1208109587,"-83.67393695,42.98633955"
2184,way/1208109588,"-83.6740016,42.98660165"
2185,way/1208118655,"-83.659936,42.98796995"
2186,way/1208118656,"-83.6599386,42.98781075"
2187,way/1208118657,"-83.65993325,42.98764595"
2188,way/1208118661,"-83.6458596,42.99803135"
2189,way/1208118662,"-83.64602740000001,42.99802925"
2190,way/1208124712,"-83.64241515,43.014981"
2191,way/1208414191,"-83.71130790000001,43.0410227"
2192,way/1208881156,"-82.8277885,43.411241000000004"
2193,way/1208881157,"-82.82778694999999,43.4111646"
2194,way/1208964340,"-83.7092657,43.03104185"
2195,way/1209129419,"-85.01962904999999,41.951936849999996"
2196,way/1209129420,"-85.01934564999999,41.9518785"
2197,way/1209151405,"-84.9975959,41.9498088"
2198,way/1209151406,"-84.99782354999999,41.949804900000004"
2199,way/1209151427,"-85.0068778,41.9477181"
2200,way/1209151428,"-85.00687775,41.9476226"
2201,way/1209151432,"-84.9951999,41.932552799999996"
2202,way/1209151433,"-84.9949915,41.93255245"
2203,way/1209790466,"-83.68838665000001,44.05167915"
2204,way/1209790467,"-83.6881664,44.05168615"
2205,way/1209942810,"-83.71382205,43.01992395"
2206,way/1210443150,"-83.7119725,43.0155279"
2207,way/1210443152,"-83.71188225,43.0154377"
2208,way/1210569026,"-84.14614259999999,44.652738049999996"
2209,way/1210596958,"-83.4335537,45.058275"
2210,way/1210596959,"-83.43366465,45.0583617"
2211,way/1210611034,"-83.19560820000001,42.4237493"
2212,way/1211154831,"-83.26659545,42.5162289"
2213,way/1211157767,"-82.99791155,43.80002485"
2214,way/1211157768,"-82.9979129,43.800166700000005"
2215,way/1211157769,"-82.9975925,43.80016835"
2216,way/1211157770,"-82.99759065,43.80002785"
2217,way/1211157771,"-82.9979137,43.80030655"
2218,way/1211157772,"-82.99759230000001,43.80030855"
2219,way/1211157773,"-82.99775275,43.80010525"
2220,way/1211158368,"-83.75797460000001,42.6473024"
2221,way/1212160646,"-82.96097995,42.43865825"
2222,way/1212160647,"-82.96118215,42.4386555"
2223,way/1212160648,"-82.96138295,42.438649850000004"
2224,way/1212166959,"-83.11473895,42.38329345"
2225,way/1212166960,"-83.11482755,42.383426850000006"
2226,way/1212170983,"-83.1702973,42.66583919999999"
2227,way/1212184485,"-83.39502734999999,42.58303735"
2228,way/1212233777,"-86.43625485000001,43.9628867"
2229,way/1212233778,"-86.436454,43.962882"
2230,way/1212410884,"-83.24997745,42.370575849999994"
2231,way/1212633458,"-84.58019949999999,42.729610199999996"
2232,way/1212935252,"-83.8312051,42.5591082"
2233,way/1212935253,"-83.8312929,42.5588941"
2234,way/1213003500,"-84.09262175,43.79824055"
2235,way/1213017075,"-83.77401005,43.5205663"
2236,way/1213259431,"-84.6209393,42.7223166"
2237,way/1213496183,"-83.14693045,42.27142935"
2238,way/1213496184,"-83.1468295,42.271549199999995"
2239,way/1213496235,"-83.10471605000001,42.54329745"
2240,way/1213581358,"-85.37474639999999,42.39963915"
2241,way/1213890444,"-83.37253190000001,42.2640783"
2242,way/1213890445,"-83.37273695,42.264029699999995"
2243,way/1213891498,"-89.28210709999999,46.536789"
2244,way/1213899017,"-83.63004195,41.72855525"
2245,way/1213925926,"-83.42719585,42.18565755"
2246,way/1213925996,"-83.7115258,43.041021349999994"
2247,way/1214394843,"-86.13062585,42.774281099999996"
2248,way/1214394844,"-86.13062984999999,42.7744188"
2249,way/1214593203,"-84.33084195,42.072322150000005"
2250,way/1214781607,"-83.7810832,41.88910955"
2251,way/1214781622,"-83.78271345,41.8902497"
2252,way/1214781623,"-83.78250445,41.8902487"
2253,way/1214783561,"-83.83384045,41.98532925"
2254,way/1215090253,"-83.2890982,41.9945412"
2255,way/1215090254,"-83.28886955,41.994541049999995"
2256,way/1216043893,"-84.1817401,42.45323875"
2257,way/1216111011,"-84.62412855,42.72422865"
